planetlab-2.sjtu.edu.cn	cache-10
planetlab-js1.cert.org.cn	cache-10
planetlab2.comp.nus.edu.sg	cache-10
ple2.ipv6.lip6.fr	cache-07
planetlab2.cqupt.edu.cn	cache-10
pl1.pku.edu.cn	cache-10
planetlab3.comp.nus.edu.sg	cache-10
planetlab-2.man.poznan.pl	cache-07
planetlab1.clemson.edu	cache-04
planetlab2.clemson.edu	cache-01
planetlab1.cqupt.edu.cn	cache-10
pl2.zju.edu.cn	cache-10
planck227ple.test.ibbt.be	cache-06
planet-lab3.uba.ar	cache-03
planetlab4.cs.uoregon.edu	cache-03
planetlab2.sfc.wide.ad.jp	cache-10
planetlab1.ecs.vuw.ac.nz	cache-10
planetlab2.upc.es	cache-09
stella.planetlab.ntua.gr	cache-07
planet-lab4.uba.ar	cache-05
onelab3.info.ucl.ac.be	cache-09
ple2.tu.koszalin.pl	cache-06
planetlab2.cnis.nyit.edu	cache-04
pl2.pku.edu.cn	cache-10
pl1.eecs.utk.edu	cache-01
planet1.servers.ua.pt	cache-09
planetlab1.cnis.nyit.edu	cache-01
planetlab1.cs.columbia.edu	cache-05
planetlab1.cesnet.cz	cache-07
planetlab2.eecs.jacobs-university.de	cache-09
pl-node-1.csl.sri.com	cache-04
planetlab1.csuohio.edu	cache-05
node1.planetlab.albany.edu	cache-03
planetlab-2.ing.unimo.it	cache-07
vicky.planetlab.ntua.gr	cache-06
planetlab-2.cse.ohio-state.edu	cache-02
planetlab1.netlab.uky.edu	cache-05
planetlab1.uta.edu	cache-04
planetlab4.mini.pw.edu.pl	cache-09
planetlab1.upc.es	cache-07
ops.ii.uam.es	cache-07
planetlab-01.bu.edu	cache-05
planetlabeu-1.tssg.org	cache-09
planetlab2.c3sl.ufpr.br	cache-02
planetlab1.postel.org	cache-04
planetlab2	cache-10
planetlab1.eecs.umich.edu	cache-02
planetlab1.utt.fr	cache-08
icnalplabs2.epfl.ch	cache-07
planetlab1.cs.uiuc.edu	cache-04
planetlab03.cs.washington.edu	cache-03
planetlab3.cs.columbia.edu	cache-03
planetlab-2.cs.uic.edu	cache-01
planetlab2.csee.usf.edu	cache-05
planetlab2.ucsd.edu	cache-04
planetlab-1.cs.uic.edu	cache-01
planetlab1.nrl.eecs.qmul.ac.uk	cache-08
mars.planetlab.haw-hamburg.de	cache-09
planetlab2.cs.columbia.edu	cache-01
aguila2.lsi.upc.edu	cache-08
planetlab2.informatik.uni-kl.de	cache-06
planetlab2.rutgers.edu	cache-02
planet-lab2.cs.ucr.edu	cache-07
planet-lab1.cs.ucr.edu	cache-07
netapp7.cs.kookmin.ac.kr	cache-07
planetlab-2.scie.uestc.edu.cn	cache-07
planetlab2.ics.forth.gr	cache-07
planetlab2.cs.otago.ac.nz	cache-07
utet.ii.uam.es	cache-07
planetlab1.cs.otago.ac.nz	cache-07
planetlab-1.scie.uestc.edu.cn	cache-07
netapp6.cs.kookmin.ac.kr	cache-07
planetlab1.informatik.uni-kl.de	cache-06
planetlab1.rutgers.edu	cache-02
iraplab1.iralab.uni-karlsruhe.de	cache-07
planet1.pnl.nitech.ac.jp	cache-10
planetlab1.arizona-gigapop.net	cache-02
planetlab1.comp.nus.edu.sg	cache-10
planetlab1.csg.uzh.ch	cache-07
planet2.pnl.nitech.ac.jp	cache-10
planetlab1.informatik.uni-goettingen.de	cache-06
planetlab1.fit.vutbr.cz	cache-07
